Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
COMPLETED,NO,DRUG: Lithium Carbonate,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,50,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-08-01,2022-06-01
RECRUITING,NO,DRUG: magnesium sulphate|DRUG: bupivicaine,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,80,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2022-01-01,2022-09
WITHDRAWN,NO,DRUG: Tucatinib,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-12-15,2023-06-19
ACTIVE_NOT_RECRUITING,NO,GENETIC: PIK3CA analysis,FEMALE,"ADULT, OLDER_ADULT",NA,58,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-05-02,2023-09-01
RECRUITING,NO,DRUG: Gemcitabine|DEVICE: Focused Ultrasound|OTHER: Gemcitabine and Focused Ultrasound,ALL,"ADULT, OLDER_ADULT",PHASE1,48,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-27,2025-01
NOT_YET_RECRUITING,NO,DRUG: Aldesleukin|DRUG: Fludarabine|DRUG: Cyclophosphamide|BIOLOGICAL: KRAS TCR-Transduced PBL|BIOLOGICAL: GRT-C903/GRT-R904,ALL,"ADULT, OLDER_ADULT",PHASE1,210,NIH,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-03-15,2033-06-15
RECRUITING,NO,DRUG: Sevoflurane|DRUG: Propofol,FEMALE,"ADULT, OLDER_ADULT",NA,130,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-03-29,2028-04-01
ACTIVE_NOT_RECRUITING,NO,DRUG: Pembrolizumab|DRUG: TAK-676|RADIATION: Image-guided radiation therapy,ALL,"ADULT, OLDER_ADULT",PHASE1,65,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-09-09,2024-02-18
ENROLLING_BY_INVITATION,NO,DRUG: Olaparib,ALL,"ADULT, OLDER_ADULT",PHASE3,292,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-08-04,2025-04-30
COMPLETED,NO,PROCEDURE: Erector Spinae Plane Block with Bubivacaine|PROCEDURE: Standard General Anaesthesia,ALL,ADULT,NA,60,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2020-11-25,2022-01-21
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: Lifestyle intervention to reduce breast cancer risk,FEMALE,ADULT,NA,240,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-09-16,2023-12
RECRUITING,NO,DRUG: 18F Fluoroestradiol Radiopharmaceutical with PET/CT,FEMALE,"ADULT, OLDER_ADULT",PHASE4,152,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-02-08,2025-06
RECRUITING,NO,DIAGNOSTIC_TEST: [68Ga]Ga-ABY-025 PET|DIAGNOSTIC_TEST: Biopsy and analysis of HER2 expression,ALL,"ADULT, OLDER_ADULT",PHASE2,72,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-11-23,2025-12-31
COMPLETED,NO,DEVICE: The Breast Cancer Self-Care App,ALL,"ADULT, OLDER_ADULT",NA,73,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: OTHER,2020-09-18,2022-08-15
RECRUITING,NO,DRUG: inetetamab with pertuzumab and paclitaxel/carboplatin (TCbIP) regimen,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-11-01,2023-12-01
COMPLETED,NO,BEHAVIORAL: One Diet and Physical Activity Session|OTHER: Electronic (e) Health (eHealth) Communication Intervention|BEHAVIORAL: Twelve Diet and Physical Activity Group Sessions|OTHER: Questionnaire Administration|OTHER: Quality-of-Life Assessment,FEMALE,"ADULT, OLDER_ADULT",PHASE2,90,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-02-21,2021-10-28
RECRUITING,NO,DRUG: Cemiplimab|DRUG: Paclitaxel|DRUG: Carboplatin (not mandatory)|DRUG: Doxorubicin|DRUG: Cyclophosphamide,FEMALE,"ADULT, OLDER_ADULT",PHASE2,36,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-03-05,2026-01-01
WITHDRAWN,NO,BIOLOGICAL: rVV-740CTA,ALL,"ADULT, OLDER_ADULT",PHASE1,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-03,2021-09
TERMINATED,NO,BIOLOGICAL: ONCR-177|BIOLOGICAL: pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE1,66,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-20,2023-05-31
WITHDRAWN,NO,DRUG: POL6326|DRUG: Eribulin|DRUG: Nab paclitaxel,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-03-16,2022-03-16
TERMINATED,YES,DRUG: Amcenestrant (SAR439859)|DRUG: Letrozole,FEMALE,"ADULT, OLDER_ADULT",PHASE2,105,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-02-04,2021-05-28
UNKNOWN,NO,OTHER: Shared decision making support tool,FEMALE,"ADULT, OLDER_ADULT",NA,264,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2020-05-05,2021-05-05
RECRUITING,NO,PROCEDURE: Axillary surgery based on lymphedema prediction nomogram,FEMALE,"ADULT, OLDER_ADULT",NA,600,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-12-11,2027-12-31
NOT_YET_RECRUITING,NO,DRUG: dalpiciclib plus letrozole,FEMALE,"ADULT, OLDER_ADULT",PHASE2,35,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-08,2024-05
RECRUITING,NO,DEVICE: Cool-tip electrode for Radiofrequency Ablation,FEMALE,OLDER_ADULT,NA,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-05-01,2024-12-15
RECRUITING,NO,BIOLOGICAL: Dendritic Cell Vaccine,ALL,"ADULT, OLDER_ADULT",PHASE1,18,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-03-28,2026-03
TERMINATED,NO,BIOLOGICAL: ATRC-101|BIOLOGICAL: Pembrolizumab|DRUG: Pegylated liposomal doxorubicin (PLD),ALL,"ADULT, OLDER_ADULT",PHASE1,87,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-02-11,2023-11-01
COMPLETED,NO,OTHER: Morning administration of endocrine therapy|OTHER: Evening administration of endocrine therapy,ALL,"ADULT, OLDER_ADULT",PHASE4,247,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-06-30,2023-07-29
COMPLETED,NO,BEHAVIORAL: Dragon Boat|BEHAVIORAL: Home-based Exercise,FEMALE,"ADULT, OLDER_ADULT",NA,32,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-05-15,2021-09-30
RECRUITING,NO,BEHAVIORAL: Value Affirmation|BEHAVIORAL: Reflective Journaling,FEMALE,"ADULT, OLDER_ADULT",NA,250,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-02-01,2025-12-31
ACTIVE_NOT_RECRUITING,NO,DRUG: AZD9833|DRUG: Anastrozole|DRUG: Anastrozole placebo|DRUG: AZD9833 placebo|DRUG: Palbociclib|DRUG: Luteinizing hormone-releasing hormone (LHRH) agonist,ALL,"ADULT, OLDER_ADULT",PHASE3,1370,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-01-28,2029-02-01
RECRUITING,NO,BEHAVIORAL: Digitally distributed yoga,FEMALE,"ADULT, OLDER_ADULT",NA,250,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2021-10-01,2028-10-01
NOT_YET_RECRUITING,NO,DEVICE: Photobiomodulation through LED board,FEMALE,"ADULT, OLDER_ADULT",NA,148,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-02-06,2025-02-06
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: Behavioral Weight-loss Program Via Telehealth|BEHAVIORAL: Behavioral Weight-Loss Program Via Telehealth - Weight Measures|BEHAVIORAL: Validated Surveys of Patient-Reported Outcomes,FEMALE,"ADULT, OLDER_ADULT",NA,22,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-07-19,2025-12
RECRUITING,NO,RADIATION: Radiotherapy|PROCEDURE: Surgery|OTHER: Radiofrequency ablation,FEMALE,"ADULT, OLDER_ADULT",PHASE2,74,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-04-01,2031-04-01
UNKNOWN,NO,DRUG: Zoledronic Acid 4 MG,FEMALE,"ADULT, OLDER_ADULT",PHASE3,50,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-09-30,2023-09-30
UNKNOWN,NO,BEHAVIORAL: Mindfulness Based Intervention|BEHAVIORAL: Cognitive Behavioral Therapy,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-01-01,2022-12-31
COMPLETED,NO,PROCEDURE: Erector spinae plane block,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-11-01,2024-01-02
ACTIVE_NOT_RECRUITING,NO,DRUG: BCD-178|DRUG: Perjeta,MALE,ADULT,PHASE1,100,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-08-08,2024-01-31
RECRUITING,NO,OTHER: PASCA intervention,ALL,"ADULT, OLDER_ADULT",NA,858,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2020-12-24,2028-04-24
NOT_YET_RECRUITING,NO,DRUG: SYHX2011 and Abraxane®,FEMALE,"ADULT, OLDER_ADULT",PHASE1,28,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2022-03-31,2022-10-30
RECRUITING,NO,RADIATION: Ultra-hypofractionated whole breast radiotherapy|RADIATION: Standard Radiation,FEMALE,"ADULT, OLDER_ADULT",NA,36,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-10-18,2030-12-31
RECRUITING,NO,BEHAVIORAL: Online mindfulness and acceptance intervention,FEMALE,"ADULT, OLDER_ADULT",NA,244,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-09-30,2023-12-30
RECRUITING,NO,DRUG: Losartan 25 milligram capsule|DRUG: Placebo,FEMALE,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-08-17,2027-08-17
RECRUITING,NO,DRUG: Talazoparib|DRUG: Selinexor,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,63,OTHER,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-03-01,2025-11
RECRUITING,NO,BIOLOGICAL: Placebo|BIOLOGICAL: GLSI-100,ALL,"ADULT, OLDER_ADULT",PHASE3,598,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-08-11,2026-12
NOT_YET_RECRUITING,NO,PROCEDURE: Biospecimen Collection|OTHER: Educational Intervention|OTHER: Exercise Intervention|DRUG: Fisetin|OTHER: Physical Performance Testing|DRUG: Placebo Administration|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE2,164,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2024-09-30,2027-10-31
RECRUITING,NO,BIOLOGICAL: Sacituzumab Govitecan,ALL,"ADULT, OLDER_ADULT",PHASE2,44,NETWORK,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-08,2026-12
RECRUITING,NO,DRUG: BLU-222|DRUG: Carboplatin|DRUG: Ribociclib|DRUG: Fulvestrant,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,366,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-04-07,2026-09-30
COMPLETED,NO,DRUG: GSK3326595,FEMALE,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-06-08,2022-08-15
RECRUITING,NO,RADIATION: Whole Breast Irradiation (WBI)|RADIATION: Partial Breast Irradiation (PBI),FEMALE,"ADULT, OLDER_ADULT",PHASE3,910,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2023-11-20,2031-11
COMPLETED,NO,BEHAVIORAL: Mindful compassion based on behavioural change taxonomy experimental group,ALL,"ADULT, OLDER_ADULT",NA,52,OTHER,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-09-01,2023-09-13
COMPLETED,NO,"DEVICE: MYOVOLT (MyovoltTM, Myovolt Limited, Christchurch, New Zealand ) wearable vibration therapy device|OTHER: Home based exercise",FEMALE,"ADULT, OLDER_ADULT",NA,38,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2023-02-01,2023-06-15
RECRUITING,NO,DIAGNOSTIC_TEST: high-resolution PET-CT specimen imaging.,FEMALE,"ADULT, OLDER_ADULT",NA,160,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-06-17,2024-04-30
RECRUITING,NO,DRUG: Anti-aromatase inhibitor,FEMALE,"ADULT, OLDER_ADULT",PHASE2,696,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-10-12,2034-11
RECRUITING,NO,"DRUG: Dense dose epirubicin-cyclophosphamide chemotherapy and G-CSF (filgrastim, lenograstim)|DRUG: Dense dose epirubicin-cyclophosphamide chemotherapy with administration of peg-G-CSF (pegfilgrastim)",FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2022-09-02,2024-04-02
RECRUITING,NO,DRUG: EP0062,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,128,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-01-11,2025-03
RECRUITING,NO,DRUG: Losartan|RADIATION: Radiation Therapy,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,10,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-01-01,2024-12-01
ACTIVE_NOT_RECRUITING,NO,OTHER: Pain Neuroscience Education|OTHER: Behavioural Graded Activity|OTHER: Usual care,FEMALE,"ADULT, OLDER_ADULT",NA,122,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-10-12,2024-04
SUSPENDED,NO,PROCEDURE: Aspiration of seroma fluid,FEMALE,"CHILD, ADULT",NA,20,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2021-08-17,2026-08-30
ENROLLING_BY_INVITATION,NO,DRUG: HRS-8080 tablets、SHR 6390 tablets、Abemaciclib、Everolimus,FEMALE,"ADULT, OLDER_ADULT",PHASE1,156,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-02-17,2025-07-31
SUSPENDED,NO,DRUG: XMT-2056,ALL,"ADULT, OLDER_ADULT",PHASE1,171,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-01-24,2025-11
RECRUITING,NO,DRUG: metronomic oral vinorelbine plus anlotinib,FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-10-05,2026-01
RECRUITING,NO,DRUG: Lasofoxifene in combination with abemaciclib|DRUG: Fulvestrant in combination with abemaciclib,ALL,"ADULT, OLDER_ADULT",PHASE3,400,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-10-31,2026-06
RECRUITING,NO,PROCEDURE: Biopsy|PROCEDURE: Biospecimen Collection|PROCEDURE: Computed Tomography|PROCEDURE: Magnetic Resonance Imaging|BIOLOGICAL: Magrolimab|DRUG: Olaparib,ALL,"ADULT, OLDER_ADULT",PHASE1,33,NIH,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-03-05,2026-12-06
NOT_YET_RECRUITING,NO,BIOLOGICAL: Novel probiotic|OTHER: Placebo,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2024-06-01,2026-01-01
NOT_YET_RECRUITING,NO,PROCEDURE: Biopsy|PROCEDURE: Blood samples|BEHAVIORAL: Questionnaires,ALL,"ADULT, OLDER_ADULT",NA,300,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2023-10,2033-04
RECRUITING,NO,DRUG: ALX148|DRUG: Fam-Trastuzumab Deruxtecan-Nxki|DRUG: Zanidatamab|DRUG: Tucatinib,ALL,"ADULT, OLDER_ADULT",PHASE1,54,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-12-22,2027-12-30
NOT_YET_RECRUITING,NO,DRUG: Disitamab Vedotin Injection （18 weeks）|DRUG: Toripalimab （18weeks）|DRUG: Carboplatin|DRUG: Disitamab Vedotin Injection （12 weeks）|DRUG: Sequential Epirubicin|DRUG: Sequential CTX|DRUG: Toripalimab （12weeks）,ALL,"ADULT, OLDER_ADULT",PHASE2,160,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-01,2026-12
RECRUITING,NO,BEHAVIORAL: Exercise|BEHAVIORAL: Motor-cognitive Training|BEHAVIORAL: Health and Wellness,FEMALE,"ADULT, OLDER_ADULT",NA,108,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2024-03,2025-02
RECRUITING,NO,RADIATION: 68Ga/131I-SGMIB-5F7,FEMALE,"ADULT, OLDER_ADULT",NA,10,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-05-15,2024-05-14
ACTIVE_NOT_RECRUITING,NO,DRUG: SHR6390|DRUG: famitinib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,35,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-05-26,2023-09-30
COMPLETED,NO,DRUG: SY-5609|DRUG: Fulvestrant|DRUG: Gemcitabine|DRUG: Nab-paclitaxel,ALL,"ADULT, OLDER_ADULT",PHASE1,105,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-01-23,2023-03-30
ENROLLING_BY_INVITATION,NO,DRUG: SHR6390|DRUG: placebo,FEMALE,"ADULT, OLDER_ADULT",PHASE3,4350,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-30,2031-10-31
WITHDRAWN,NO,DRUG: Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,ALL,"ADULT, OLDER_ADULT",PHASE1,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-07-28,2021-11-17
RECRUITING,NO,DEVICE: Hyaluronique Acid Gel|DEVICE: Laser CO2|DEVICE: Hyaluronique Acid Injection,FEMALE,"ADULT, OLDER_ADULT",NA,330,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-02-21,2024-02-01
RECRUITING,NO,DRUG: enfortumab vedotin|DRUG: pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,320,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-03-09,2026-09-30
TERMINATED,NO,DRUG: SHR6390、Famitinib,FEMALE,"ADULT, OLDER_ADULT",PHASE1,3,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-25,2023-06-15
UNKNOWN,NO,DRUG: X4P-001,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,24,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-07-21,2023-05-21
RECRUITING,NO,"DRUG: pyrotinib,Trastuzumab，carboplatin，Albumin paclitaxel",FEMALE,"ADULT, OLDER_ADULT",PHASE2,62,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-05-11,2028-05-11
COMPLETED,NO,DRUG: Rhomboid Intercostal and Subserratus Plane Block with local anesthetic,FEMALE,"ADULT, OLDER_ADULT",PHASE4,50,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-31,2021-03-01
RECRUITING,NO,DRUG: fluzoparib+chidamide|DRUG: fluzoparib+camrelizumab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-08,2024-12-31
ENROLLING_BY_INVITATION,NO,PROCEDURE: PECS BLOCK 2|PROCEDURE: ESP BLOCK,FEMALE,"ADULT, OLDER_ADULT",NA,160,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-09-07,2023-11-07
RECRUITING,NO,DRUG: ONC-392|DRUG: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,914,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-16,2024-12-31
ACTIVE_NOT_RECRUITING,NO,DRUG: OP-1250,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,153,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-08-13,2024-07
COMPLETED,NO,BIOLOGICAL: Nivolumab|BIOLOGICAL: Ipilimumab|DRUG: Nab-paclitaxel,ALL,"ADULT, OLDER_ADULT",PHASE1,12,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-09-22,2022-08-15
