Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
NOT_YET_RECRUITING,NO,BEHAVIORAL: Standard MI|BEHAVIORAL: Intensive MI|BEHAVIORAL: MOTIVACC|BEHAVIORAL: Ecological momentary assessment (EMA) messages,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2023-12-01,2023-12-31
COMPLETED,NO,BIOLOGICAL: Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) for Inhalation|BIOLOGICAL: Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector)|BIOLOGICAL: Placebo for Inhalation|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,840,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-04-21,2022-08-09
COMPLETED,NO,OTHER: Diaphragmatic breathing with Resistance Training|OTHER: diaphragmatic breathing with out resistance training,ALL,ADULT,NA,42,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2022-09-02,2022-12-10
WITHDRAWN,NO,DEVICE: Face mask|BEHAVIORAL: Face mask awareness|BEHAVIORAL: Face mask promotion through community values or individual information,FEMALE,"CHILD, ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: PREVENTION,2023-02-04,2023-05-30
UNKNOWN,NO,BIOLOGICAL: Biological/Vaccine: Recombinant new coronavirus vaccine (CHO cell) low-dose group|BIOLOGICAL: Biological/Vaccine: Recombinant new coronavirus vaccine (CHO cells) high-dose group|BIOLOGICAL: Biological/Vaccine: Recombinant new coronavirus vaccine (CHO cells) placebo group,ALL,"ADULT, OLDER_ADULT",PHASE1,50,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-08-19,2021-12-31
COMPLETED,YES,DRUG: Ivermectin (IVM),ALL,"ADULT, OLDER_ADULT",PHASE1,16,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-04-18,2020-06-01
COMPLETED,NO,DRUG: Neosporin|OTHER: Vaseline,ALL,ADULT,PHASE1,67,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-09-01,2023-09-22
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: low-dose Recombinant SARS-CoV-2 Vaccine (CHO cell)|BIOLOGICAL: high-dose Recombinant SARS-CoV-2 Vaccine (CHO cell)|BIOLOGICAL: placebo,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,3100,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-04-25,2023-03
TERMINATED,YES,BIOLOGICAL: NasoVAX|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,48,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-10-10,2021-02-15
COMPLETED,NO,BIOLOGICAL: Convalescent plasma|DRUG: Standard of care,ALL,"ADULT, OLDER_ADULT",PHASE2,38,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-06,2022-04-07
COMPLETED,NO,BEHAVIORAL: Inspiratory muscle training,ALL,"ADULT, OLDER_ADULT",NA,26,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2022-01-30,2022-08-01
COMPLETED,NO,DIETARY_SUPPLEMENT: ubiquinol (reduced coenzyme Q10)|OTHER: mountain spa rehabilitation|DIAGNOSTIC_TEST: 2x14 ml of peripheral blood collected in a tube with anticoagulant,ALL,"ADULT, OLDER_ADULT",NA,51,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-05-01,2022-01-01
NOT_YET_RECRUITING,NO,DRUG: Xagrotin|DRUG: Green tea,ALL,"ADULT, OLDER_ADULT",PHASE3,3000,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-06-01,2022-12-07
COMPLETED,NO,DRUG: Nirmatrelvir and ritonavir stage 1|DRUG: Nirmatrelvir and ritonavir stage 2,ALL,"ADULT, OLDER_ADULT",PHASE4,18,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-05-06,2022-06-08
WITHDRAWN,NO,DRUG: Hydroxychloroquine|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-05-05,2020-09-25
ENROLLING_BY_INVITATION,NO,DRUG: Ebselen|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-10-12,2023-12-31
COMPLETED,NO,DRUG: Enoxaparin,ALL,"ADULT, OLDER_ADULT",PHASE3,142,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-27,2023-04-30
COMPLETED,NO,BIOLOGICAL: Kamada Anti-SARS-CoV-2,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,12,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-08-05,2020-11-26
UNKNOWN,NO,BIOLOGICAL: UC-MSCs,ALL,"ADULT, OLDER_ADULT",PHASE2,16,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2020-02-06,2020-12-30
UNKNOWN,NO,DRUG: Ivermectin,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-09,2020-09-01
RECRUITING,NO,BIOLOGICAL: Adeno-viral vector vaccine,ALL,ADULT,PHASE1,36,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-01-21,2023-03-01
UNKNOWN,NO,DRUG: Hydroxychloroquine (HCQ)|OTHER: Standard care|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,1000,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-03-22,2021-06-30
UNKNOWN,NO,DRUG: Aprotinin,ALL,"ADULT, OLDER_ADULT",NA,30,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-11,2020-08-31
COMPLETED,YES,BIOLOGICAL: High-titer Convalescent COVID-19 Plasma (CCP1)|BIOLOGICAL: Standard-titer Convalescent COVID-19 plasma (CCP2),ALL,"ADULT, OLDER_ADULT",PHASE2,56,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-08-27,2021-06-04
TERMINATED,YES,DRUG: Melatonin|OTHER: Placebo (Methylcellulose) capsule,ALL,"ADULT, OLDER_ADULT",PHASE2,8,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-11-06,2022-07-22
UNKNOWN,NO,BIOLOGICAL: MF59 adjuvanted SARS-CoV-2 Sclamp vaccine 5mcg|BIOLOGICAL: MF59 adjuvanted SARS-CoV-2 Sclamp vaccine 15mcg|BIOLOGICAL: MF59 adjuvanted SARS-CoV-2 Sclamp vaccine 45mcg|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,216,OTHER,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-07-13,2022-02-02
UNKNOWN,NO,DRUG: nebulised recombinant tissue-Plasminogen Activator (rt-PA) - Cohort 1|DRUG: nebulised recombinant tissue-Plasminogen Activator (rt-PA) - Cohort 2 IMV|DRUG: nebulised recombinant tissue-Plasminogen Activator (rt-PA) - Cohort 2 NIV,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,66,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-22,2021-04-30
TERMINATED,NO,DRUG: GLS-1200|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,184,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-06-10,2023-01-10
COMPLETED,NO,DRUG: Defibrotide|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,156,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-04-08,2023-02-28
UNKNOWN,NO,DRUG: Hydroxychloroquine - Daily dosing|DRUG: Hydroxychloroquine - Weekly Dosing|OTHER: Matched Placebo Hydroxychloroquine,ALL,"ADULT, OLDER_ADULT",PHASE3,1000,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-05-11,2021-04
COMPLETED,NO,DRUG: Enoxaparin|DRUG: Enoxaparin,ALL,"ADULT, OLDER_ADULT",PHASE4,1000,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2020-05-13,2021-09-14
COMPLETED,NO,DRUG: Casirivimab+Imdevimab,ALL,"ADULT, OLDER_ADULT",PHASE1,45,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-07,2022-06-03
TERMINATED,NO,DRUG: Ivermectin|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,75,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-12-10,2021-12-09
COMPLETED,NO,BIOLOGICAL: MVA-SARS-2-S vaccinations (days 0 & 28)|BIOLOGICAL: Comirnaty,ALL,ADULT,PHASE1,30,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-10-05,2021-08-24
TERMINATED,NO,DRUG: Telacebec|DRUG: COVID-19 Standard of care,ALL,"ADULT, OLDER_ADULT",PHASE2,1,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-29,2022-02-11
COMPLETED,NO,DIETARY_SUPPLEMENT: Zinc Acetate,ALL,"ADULT, OLDER_ADULT",PHASE4,75,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2021-05-01,2022-05-25
TERMINATED,NO,DRUG: VC|DRUG: Sterile Water for Injection,ALL,"ADULT, OLDER_ADULT",PHASE2,56,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-02-14,2020-03-29
UNKNOWN,NO,BIOLOGICAL: SARS-CoV-2 convalescent plasma treatment|OTHER: Standard care,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,236,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-07,2021-02
UNKNOWN,NO,DRUG: Gam-COVID-Vac / Gam-COVID-Vac,ALL,OLDER_ADULT,PHASE2,120,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-07-26,2021-09-26
COMPLETED,NO,DRUG: Alisporivir|OTHER: Standard of care (SOC),ALL,"ADULT, OLDER_ADULT",PHASE2,26,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-01-08,2022-04-13
RECRUITING,NO,BEHAVIORAL: Integrating Community-based Intervention Under Nurse Guidance with Families (iCINGS FAM),ALL,"ADULT, OLDER_ADULT",NA,500,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-01-03,2026-06
UNKNOWN,NO,DRUG: Recombinant cytokine gene derived protein injection,ALL,"ADULT, OLDER_ADULT",PHASE3,300,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-08-31,2022-08-31
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: COVID-19 Vaccine HIPRA|BIOLOGICAL: Cominarty (Pfizer-BioNtech),ALL,ADULT,PHASE2,256,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-11-11,2022-12-27
COMPLETED,NO,BEHAVIORAL: Video Chat +Personalized Feedback|BEHAVIORAL: Video Chat + Basic Feedback|BEHAVIORAL: Discussion Board for Social Support +Basic Feedback|BEHAVIORAL: Discussion Board for Social Support+Personalized Feedback,ALL,"ADULT, OLDER_ADULT",NA,73,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-23,2021-03-08
UNKNOWN,NO,BIOLOGICAL: WJ-MSCs,ALL,"ADULT, OLDER_ADULT",PHASE1,5,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-03-16,2020-09-30
COMPLETED,YES,DRUG: Trans Sodium Crocetinate|DRUG: Normal saline,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,25,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-10,2021-04-29
UNKNOWN,NO,DIETARY_SUPPLEMENT: Vitamin C,ALL,"CHILD, ADULT, OLDER_ADULT",NA,500,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-03-13,2021-03-13
UNKNOWN,NO,DRUG: favipiravir tablets+chloroquine phosphatetablets tablets|DRUG: Favipiravir tablets|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,150,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2020-03-05,2020-06-25
COMPLETED,NO,BIOLOGICAL: Blood samples collection|OTHER: Saliva collection,ALL,"ADULT, OLDER_ADULT",NA,71,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2020-05-25,2021-03-09
TERMINATED,YES,DRUG: Peginterferon lambda alfa-1a subcutaneous injection|OTHER: Saline,ALL,"ADULT, OLDER_ADULT",PHASE2,6,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2020-06-29,2021-09-24
COMPLETED,NO,BIOLOGICAL: COVID-19 Vaccine 40 ug/dose,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,2646,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2022-02-03,2023-03-03
COMPLETED,NO,DIAGNOSTIC_TEST: Blood count|DIAGNOSTIC_TEST: Blood collection|DIAGNOSTIC_TEST: Nasopharyngeal swab|DIAGNOSTIC_TEST: Saliva samples|DIAGNOSTIC_TEST: Faeces samples|GENETIC: Genetic blood collection|OTHER: Data collection,ALL,"ADULT, OLDER_ADULT",NA,57,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-02-05,2021-09-15
UNKNOWN,NO,DRUG: Dapsone 100 MG,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-10-18,2021-12-31
COMPLETED,NO,OTHER: Intervention group_rehabilitation program,ALL,"ADULT, OLDER_ADULT",NA,160,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-07-30,2023-01-13
COMPLETED,YES,DRUG: Ruxolitinib|DRUG: Placebo,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,432,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-05-02,2020-10-17
COMPLETED,YES,DRUG: Methylprednisolone|OTHER: Usual Care,ALL,"ADULT, OLDER_ADULT",PHASE2,44,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2019-12-02,2020-11-17
SUSPENDED,NO,DRUG: Thiazide or Thiazide-like diuretics|DRUG: Calcium Channel Blockers|DRUG: ACE inhibitor|DRUG: Angiotensin receptor blocker,ALL,"ADULT, OLDER_ADULT",PHASE4,2414,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-04-30,2021-12-01
RECRUITING,NO,BIOLOGICAL: LEM-mR203|BIOLOGICAL: Placebo,ALL,ADULT,PHASE1,20,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-11-06,2025-02
COMPLETED,YES,BIOLOGICAL: Ad26.COV2.S|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,44325,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-09-07,2023-03-31
COMPLETED,YES,BIOLOGICAL: CT-P59|BIOLOGICAL: CT-P59|BIOLOGICAL: Placebo|BIOLOGICAL: CT-P59|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,1642,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-10-05,2021-10-20
UNKNOWN,NO,"DEVICE: PS membrane versus PMMA membrane,",ALL,"ADULT, OLDER_ADULT",NA,12,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-04-17,2021-12-31
TERMINATED,NO,DEVICE: CareSuperb COVID-19 Antigen Home Test Kit,ALL,"CHILD, ADULT, OLDER_ADULT",NA,786,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-01-09,2023-05-11
RECRUITING,NO,BIOLOGICAL: BBIBP-CorV,ALL,"ADULT, OLDER_ADULT",PHASE2,200,OTHER_GOV,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2022-04-25,2024-07
RECRUITING,NO,"DIAGNOSTIC_TEST: Cardiac Magnetic Resonance, Blood Tests",ALL,"CHILD, ADULT, OLDER_ADULT",NA,162,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-10-04,2024-10-31
NOT_YET_RECRUITING,NO,DEVICE: laser acupuncture,ALL,ADULT,NA,80,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-03-15,2022-07-30
UNKNOWN,NO,DRUG: Mavrilimumab|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-05-20,2021-05-31
NOT_YET_RECRUITING,NO,DRUG: Nivolumab and Ipilimumab,ALL,"ADULT, OLDER_ADULT",PHASE2,105,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-02-01,2027-03-30
RECRUITING,NO,OTHER: Phone-based monitoring|OTHER: Oxygen saturation monitoring|OTHER: Alcohol-based hand sanitizer,ALL,"ADULT, OLDER_ADULT",NA,1892,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-03-28,2023-02-28
RECRUITING,NO,DRUG: Methylprednisolone,ALL,"ADULT, OLDER_ADULT",PHASE2,418,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-10-01,2025-03-31
ENROLLING_BY_INVITATION,NO,RADIATION: [18F]DPA-714 positron emission tomography (PET) scan,ALL,ADULT,PHASE2|PHASE3,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-02-03,2023-09
COMPLETED,YES,DEVICE: Testing for SARS CoV2 RNA,ALL,"ADULT, OLDER_ADULT",NA,11,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2021-01-31,2021-02-25
COMPLETED,NO,BIOLOGICAL: AVX-COVID/12|BIOLOGICAL: ChAdOx-1-S[recombinant],ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,4065,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-11-09,2023-09-10
COMPLETED,NO,DRUG: Remdesivir|DRUG: Conventional,ALL,"CHILD, ADULT, OLDER_ADULT",NA,66,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-08-01,2020-12-30
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: HDT-301,ALL,"ADULT, OLDER_ADULT",PHASE1,63,INDUSTRY,"Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-01-24,2023-11
COMPLETED,NO,DIAGNOSTIC_TEST: Blood sample,ALL,"ADULT, OLDER_ADULT",NA,79,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-07-28,2021-01-27
UNKNOWN,NO,BIOLOGICAL: Recombinant novel coronavirus vaccine (CHO cells),ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,480,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2021-11-10,2022-07
UNKNOWN,NO,BIOLOGICAL: Gam-COVID-Vac|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,1600,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-11-30,2021-09
UNKNOWN,NO,BIOLOGICAL: Covid-19 vaccine (0-1-4 schedule)|BIOLOGICAL: Covid-19 vaccine (0-1-6 schedule),ALL,"ADULT, OLDER_ADULT",PHASE4,1440,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2021-11,2022-12
COMPLETED,NO,DEVICE: Transcutaneous Auricular Vagus Nerve Stimulation,ALL,"ADULT, OLDER_ADULT",NA,50,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-27,2020-11-01
COMPLETED,NO,BIOLOGICAL: SARS-CoV-2 Virus|DRUG: Remdesivir,ALL,ADULT,NA,36,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-03-06,2022-07-11
